"TITLE  5,407",COMPOSER,ARR./ED./TRANS./ADAPT.,PMEA GRADE LEVEL,PUBLISHER ,# SOURCE LISTS,OOP/POD/RENTAL
Lichtweg/Lightway,"Jolley, Jennifer",,4,Murphy/Self,1,
"Liebestod (from ""Tristan and Isolde"")","Wagner, Richard","Bainum, Glenn Cliffe",5,Kjos,3,OOP
"Liebestod (from ""Tristan and Isolde"")","Wagner, Richard","Kreines, Joseph",5,Kreines,1,
Lied ohne Worte (Song without Words),"Rudin, Rolf",,3,Edition Flor,2,
Life Dances,"Himes, William",,5,Curnow,2,
Light Calvary Overture,"von Suppe, Franz","Fillmore, Henry",5,Carl Fischer,2,
Light Calvary Overture,"von Suppe, Franz","Hubbell, Fred",3,Heritage,1,OOP
Light Calvary Overture,"von Suppe, Franz","Schissel, Loras John",5,Ludwig,2,
Light Cavalry Overture,"von Suppe, Franz","Kreines, Joseph",5,Kreines,1,
Light Eternal,"Swearingen, James",,4,Barnhouse,2,
Light Fantastic,"Rindfleisch, Andrew",,6,Manzo,2,
Light of My Soul,"Gillingham, David",,3,C. Alan,1,
Lightning Field,"Mackey, John",,3,Osti ,2,
Lightning Ridge Overture,"Owens, William",,1,Shawnee,1,POD
Lightspeed,"Buckley, Robert",,2,Hal Leonard,1,
Like Our Fathers Before Us,Barry,,4,Murphy   ,1,
Limerick Daydreams,"Daughtrey, Nathan",,5,C. Alan,2,
"Lincoln Celebration, A","Johnson, Timothy",,3,Curnow,1,
"Lincoln Legend, A","Harbinson, William G. ",,4,Alfred,1,
"Lincoln Portrait, A","Copland, Aaron","Beeler, Walter",5,Boosey & Hawkes,1,
Lincolnshire Posy ,"Grainger, Percy Aldridge","Fennell, Frederick & Mark Rogers (2020)",6,LudwigMasters,7,
Lincolnshire Posy  ,"Grainger, Percy Aldridge",,6,G. Schirmer,5,
Lindbergh Variations,"Sheldon, Robert",,3,Barnhouse,1,
Linden Lea,"Vaughan Williams, Ralph","Stout, John",3,Hal Leonard/Boosey & Hawkes,6,
Linden Lea,"Vaughan Williams, Ralph","Wagner, Douglas",1,Belwin,1,
"Lion of Lucerne, The","Curnow, James",,2,Hal Leonard,4,
Lion's Gate,"Sheldon, Robert",,1,FJH,1,
Litany (In Terra Pax),"Jager, Robert",,5,Masters,1,
Litany and Alleluia,"Forsblad, Leland",,2,Hal Leonard,1,
Lithuanian Rhapsody No. 2,Scarmolin,,3,Ludwig,1,
Little Baroque Suite,"Gordon, Philip",,2,Carl Fischer,1,
Little Brazil Suite,"Balent, Andrew", ,1,Ludwig,4,
Little Classic Suite,"Akers, Howard",,2,Carl Fischer,1,
"Little Concert Suite, A","Reed, Alfred",,3,Marks,1,
Little Czech Suite,"Piato, A.R.",,2,Alfred/Belwin,1,OOP
Little Dance Suite,"Mozart, W.A.","Balent, Andrew",3,Hal Leonard ,1,OOP
Little English Suite,"Grundman, Clare", ,3,Boosey & Hawkes,6,
Little English Suite,"Jackson, Leroy",,2,Alfred/Belwin/MPH,3,OOP
"Little French Suite, A","La Plante, Pierre",,2,Bourne,4,
"Little French Suite, A","Lully, Jean-Baptiste","Pilato, Nikk",2,Belwin,1,
Little Fugue in G Minor,"Bach, J.S.","Cailliet, Lucien",4,Leblanc,1,
Little Gluck Suite,"Gluck, Christoph Willibald","Hubbell, Fred",2,Etling,1,
Little Handel Suite,"Handel, G.F.","Gordon, Philip",2,Hal Leonard ,1,OOP
Little Haydn Suite,"Haydn, F. Joseph",Livingston/ Leland Forsblad,2,Hal Leonard ,1,OOP
Little Hebraic Suite,Hastings,,2,Bourne,1,
Little Irish Suite,"Jackson, Leroy",,2,Alfred/Belwin/MPH,2,OOP
Little Italian Rhapsody,"Beeler, Walter",,3,Hansen,1,OOP
"Little Mozart Suite, A","Mozart, W.A.","Gordon, Philip",2,Remick,1,
"Little Night and Day Music, A","Adler, Samuel",,4,Carl Fischer,4,
Little Organ Suite for Band,"Karg-Elert, Sigfrid","Rhoads, William",3,Wynn,2,OOP
Little Palestrina Suite,"Palestrina, Giovanni","Gordon, Philip",2,Presser,1,
Little Prelude,"Finlayson, Walter",,2,Boosey & Hawkes,1,
Little Prelude and Fugue,"Bach, J.S.","Stauffer, Donald",4,Hal Leonard/Marks,2,OOP
"Little Prelude and Fugue, A","Brown, R. E. ",,2,Grand Mesa,1,
Little Rondo for Band,"Edmondson, John",,1,Queenwood,1,
Little Schumann Set,"Schumann, Robert","Hartzell, Doug",2,Manhattan Beach ,3,
Little Scotch Suite,"Jackson, Leroy",,2,Warner Bros./MPH,2,OOP
"Little Shakespeare Suite, A",Various,"Gordon, Philip",2,Presser,3,
Little Suite,"Bartok, Bela",Lijnschooten,2,Hansen,2,OOP
Little Suite for Band,"Grundman, Clare",,3,Boosey & Hawkes,5,
Little Suite for Band,"Standridge, Randall",,3,FJH,1,
"Little Suite for Band, No. 1 ","Gallagher, Charles",,3,Southern,1,
"Little Suite for Band, No. 2 ","Gallagher, Charles",,2,Southern,1,
Little Suite No. 1,Hermann,,1,Hal Leonard ,1,OOP
"Little Tango Music, A","Gorb, Adam",,2,G&M Brand,3,
Little Train of the Caipira,"Villa-Lobos, Hector","Cailliet, Lucien",4,Belwin,1,
Liturgical Dances,"Holsinger, David",,5,Southern,4,
Liturgical Fanfare,"Smith, Robert W.",,1,Alfred,2,
"Liturgical Music for Band, Op. 33","Mailman, Martin",,5,Belwin,5,
Llwyn Onn (The Ash Grove),"Hogg, Brian", ,3,LudwigMasters/Brolga,5,
"Lo, How A Rose E'er Blooming",Anon. or Trad. ,"Kerchner, Larry",2,Arranger's Pub.,1,
Loch Lomond,"Black, Dave", ,2,Alfred,2,
Loch Lomond,"Ticheli, Frank", ,3,Manhattan Beach ,5,
Lochinvar,"Curnow, James",,6,Curnow,2,
Lohengrin,"Wagner, Richard","Patterson, Donald",4,Barnhouse,1,
Lola Flores,Tucci,"Krance, John",5,Marks,1,
Lollapalooza,"Adams, John",Spinazzola,6,Boosey & Hawkes,3,
London Symphony (Mvt. 1),"Haydn, F. Joseph","Isaac, Merle",4,Warner Bros.,1,OOP
London Town,"Spears, Gay Holmes",,2,Grand Mesa,1,
Londonderry Ballad,"Kinyon, John",,2,Alfred,1,
Lone Eagle,"Sheldon, Robert",,3,Alfred,1,
Lone Star Celebration,"Curnow, James",,3,Curnow,1,
Lone Star Twister,"Grantham, Donald",,5,Piquant,2,
"Lone Wild Bird, The","Root, Thomas",,3,Kjos,1,
Lonely Beach,"Barnes, James",,5,Southern,1,
"Longford Legend, A","Sheldon, Robert", ,4,Alfred,6,
Longtown Legacy,Adderly,,2,Self,1,
Lontano: Symphony for Wind Ensemble,"Martin, Michael",,6,PlayWriteMusic,1,
Lord Tullamore,"Whittrock, Carl",,5,Gobelin Music,1,
Lords of Greenwich,"Sheldon, Robert",,3,Alfred,1,
Lost City,"Ward, Norman",,1,Kendor,1,OOP
Lost Gulch Lookout,"Kuster, Kristin",,5,Self ,2,
"Lost Lady Found, The (from ""Lincolnshire Posy"")","Grainger, Percy Aldridge","Sweeney, Michael",3,Hal Leonard,2,
Lost Mountain,"Bocook, Jay",,2,Hal Leonard,1,
Lost Vegas,"Daugherty, Michael",,5,,1,
Lost Woods Fantasy,"Hall, JaRod",,1,FJH,1,
Loudoun Praises,"Balmages, Brian",,4,FJH,3,
Louis XIV Suite,"Gordon, Philip",,3,Warner Bros.,1,OOP
Love Songs for Symphony Band,"McAllister, Scott",,4,,1,
"Low Arc of the Sun, The","Bryant, Steven",,4,Self,1,
"Lowlands of Scotland, The (Alistair McAlpine's Lament)","Vaughan Williams, Ralph","Daehn, Larry",3,Daehn,4,
Lullaby,"Cross, Travis J.",,2,Presser,1,
Lullaby,"Standridge, Randall", ,2,Grand Mesa ,2,
Lullaby for Band,"Smith, Robert W.",,2,Barnhouse,1,
Lullaby for Kirsten,"Bassett, Leslie",,4,Peters,2,
Lullaby for Natalie,"Corigliano, John","Martin, Peter",4,G. Schirmer,1,
Lullaby for Noah,"Turrin, Joseph",,2,Kjos,2,
Lullaby for Winds,"Loest, Timothy",,1,FJH,1,
Lullaby in the Mirror,"Saucedo, Richard",,2,Hal Leonard,1,
Lullaby to the Moon,"Balmages, Brian",,3,FJH,2,
Luminaria,"Himes, William",,3,Kjos,1,
Luminescence,"Biedenbender, David",,5,Self ,1,
Luminosity and Other Colorations,"Bobrowitz, David",,5,Grand Mesa,1,
Luminosity: Concerto for Wind Orchestra,"Schwantner, Joseph",,6,Schott/Helicon,1,
Lux Aeterna,"Goto, Yo",,4,Bravo,2,
Lux Aurumque,"Whitacre, Eric", ,4,Hal Leonard ,5,
"Lux Prima (Come, My Soul, Thou Must Be Awakening)","Haydn, F. Joseph","Ford, Ralph",1,Alfred,2,
Lydian Lullaby,"Sheldon, Robert",,1,,1,
Lyric Essay,"O'Connor, Tom", ,2,RBC,2,
Lyric Music,"Starer, Robert", ,3,Manhattan Beach ,3,
Lyric Overture,"Erickson, Frank",,3,Alfred/Belwin,3,OOP
Lyric Statement,"Zdechlik, John",,3,Kjos,1,
Lyric Suite,Finzi,"Moss, John",4,Hal Leonard ,1,
Lyrical Fantasy,Fukushima,,5,Bravo,1,
"Machine Awakes, The","Bryant, Steven",,2,Gorilla Salad ,1,
Machu Picchu (City in the Sky),"Yagisawa, Satoshi", ,5,Bravo,4,
Madrigal for Band,"McGinty, Anne",,1,Queenwood,1,
Madrigal for Band,"Wilbye, John","McGinty, Anne",1,Kjos/Queenwood,5,
Madrigalum,"Sparke, Philip",,5,Anglo,1,
"Maelstrom, The","Holsinger, David",,5,TRN,1,
"Maelstrom, The","Smith, Robert W.",,4,Belwin,1,
Maesong,"Owens, William", ,1,TRN,5,
"Magic Flute, Overture to The","Mozart, W.A.",Barnes,4,Tempo/LOR,2,OOP
Magnolia Star,"Danyew, Steve",,5,Self,3,
Maiden Voyage,"Mier, Shirley", ,4,Grand Mesa ,2,
Main Street Celebrations,"Reineke, Steven",,4,Barnhouse,1,
Majestia,"Swearingen, James",,3,Barnhouse,1,
Majestica,"Balmages, Brian",,1,FJH,1,
Majestica,"Gazlay, Gary", ,1,Kjos,1,
Make Our Garden Grow,"Bernstein, Leonard","Kreines, Joseph",3,Hal Leonard,1,
Mambo Perro Loco (Crazy Dog Mambo),"Giroux, Julie",,2,Musica Propria,1,
Manatee Lyric Overture,"Sheldon, Robert",,4,Barnhouse,2,
Mandalen Landscapes,"Sparke, Philip",,4,De Haske,1,
"Manfred Prelude to Act IV (from ""King Manfred"")","Reinecke, C.","Osterling, Eric",4,LudwigMasters,2,
Mangulina,"Basler, Paul",,4,Carl Fischer/Tempo,3,
Manhattan Roll,"Beaser, Robert",,6,Schott  ,1,
Manifestos,"Dooley, Paul",,6,Self,2,
Mannin Veen,"Wood, Haydn",,5,Boosey & Hawkes,5,
"Manx Overture, A",Wood,Brown,5,Boosey & Hawkes,2,OOP
Manzoni Requiem (Excerpts),"Verdi, Giuseppe",Mollenhauer/Merlin Patterson,6,Belwin/Warner Bros.,3,
Maranatha,"Harbaugh, Lee", ,1,TRN,2,
Marbled Midnight Mile,"Bryant, Steven",,3,Hal Leonard,1,
"March (from ""Fidelio"")","Beethoven, Ludwig van","Tolmage, Gerald",3,Staff/Plymouth,1,OOP
"March (from ""Symphonic Metamorphosis"")","Hindemith, Paul","Wilson, Keith",6,Schott/European American,6,Other mvts. Rental only
March and Cavatina,"Mozart, W.A.","Gordon, Philip",2,Marks/EMB,2,OOP
"March and Chorus (from ""Judas Maccabaeus"")","Handel, G.F.","Goldman, Richard",3,Carl Fischer,1,OOP
March and Cortege of Bacchus,"Delibes, Leo","Kreines, Joseph",5,Alfred,1,
March and Gavotte,"Prokofiev, Sergei","Tatgenhorst, John",3,Presser,1,
March and Intermezzo,"Bizet, Georges","Gordon, Philip",3,Belwin,1,
March and Procession of Bacchus,"Delibes, Leo","Leidzen, Erik",4,Carl Fischer,2,
March and Procession of Bacchus,"Delibes, Leo","Osterling, Eric",4,Belwin,3,
"March and Scherzo (from ""Love for Three Oranges"")","Prokofiev, Sergei","Cailliet, Lucien",5,Carl Fischer ,2,OOP
March Caprice,"Delius, Leo","Boyd, John",5,G. Schirmer,1,OOP
March for the Kings Regiment,"Purcell, Henry",,2,Staff/Plymouth,1,OOP
"March from ""Symphony No. 2""","Tchaikovsky, P.I. ","Gordon, Philip",3,EMB,1,OOP
"March from ""Symphony No. 6""","Tchaikovsky, P.I. ",Norman,4,Staff/Plymouth,1,
March Heroic,"Taylor, J.",,2,William Allen,1,
"March Hongroise (Rakoczy) (from ""Damnation of Faust"")","Berlioz, Hector","Goto, Yo",5,Kjos,3,
"March Hongroise (Rakoczy) (from ""Damnation of Faust"")","Berlioz, Hector",Smith,5,Belwin/Warner Bros.,2,OOP
March of Bacchus,"Ford, Ralph",,1,Barnhouse,1,
March of the Brigadier Guards,"Sullivan, Arthur","Pearson, Bruce",2,Kjos,1,
March of the Little Lead Soldiers,"Pierne, Gabriel","Cailliet, Lucien",2,Presser/Henri Elkan,1,
March of the Men of Harlech,Traditional Welsh,"Kinyon, John",1,Alfred,1,OOP
March of the Trolls,"Grieg, Edvard","Beck, Brian",3,Alfred,1,
"March to the Scaffold (from ""Symphonie Fantastique"")","Berlioz, Hector","Custer, Calvin",3,Hal Leonard,1,
"March to the Scaffold (from ""Symphonie Fantastique"")","Berlioz, Hector","Leidzen, Erik",6,Carl Fischer,2,
"March to the Scaffold (from ""Symphonie Fantastique"")","Berlioz, Hector","Patterson, Merlin",6,Merlin Patterson,1,
"March to the Scaffold (from ""Symphonie Fantastique"")","Berlioz, Hector","Rogers, Mark",6,Southern,4,
March Triumphant,"Ployhar, James",,1,Alfred/Belwin,1,OOP
"March, Op. 99","Prokofiev, Sergei",Meredith,3,Hal Leonard,1,
"March, Op. 99","Prokofiev, Sergei","Yoder, Paul/Berz, William",5,Schirmer,1,
Marche and Ayre,"Lully, Jean-Baptiste",Clarke/James Ployhar,2,Wynn,1,
Marche Ecossaise,"Debussy, Claude","Schaefer, William",6,Shawnee,2,
Marche Militaire Francaise,"Saint Saëns, Camille","Hindsley, Mark",5,Hindsley Transcriptions,3,
Marche Slav,"Tchaikovsky, P.I. ","Godfrey, Dan",5,Hal Leonard ,1,OOP
Marche Slav,"Tchaikovsky, P.I. ","Lake, Mayhew L. ",5,Carl Fischer,1,
Marche Slav,"Tchaikovsky, P.I. ","Laurendeau, Louis-Philippe",5,Carl Fischer,3,
Marche Slav,"Tchaikovsky, P.I. ","O'Reilly, John",1,Alfred,1,
Marche Slav,"Tchaikovsky, P.I. ","Williams, Mark",2,Alfred,1,
Marche Triomphale,"Karg-Elert, Sigfrid","Hastings, Ross",3,Warner Bros.,1,OOP
Marches Entr'Acte,"Tchaikovsky, P.I. ","Gordon, Philip",4,Hal Leonard,1,OOP
Marching Song,"Holst, Gustav","Moss, John",2,Hal Leonard,1,
Marching Song,"Holst, Gustav",,4,Shawne/Novello,1,
Marching Song of Democracy,"Grainger, Percy Aldridge",,4,G. Schirmer,1,
Mare Tranquillitatus,"Zare, Roger",,5,Murphy   ,3,
"Maritime Overture, A","Ireland, John",,6,RS,1,OOP
Marriage of Figaro Overture,"Mozart, W.A.","Duthoit, W.J. ",5,Boosey & Hawkes,1,
"Marriage of Figaro, Overture to the","Mozart, W.A.","Slocum, Earl",5,Belwin,5,
"Mars (from ""The Planets"")","Holst, Gustav","Owens, William",4,FJH,1,
"Mars (from ""The Planets"")","Holst, Gustav",,6,Boosey & Hawkes,5,
Masks and Machines,"Dooley, Paul",,5,Murphy   ,3,
Masque,"Hesketh, Kenneth", ,5,Boosey & Hawkes,4,OOP
Masque,"McBeth, W. Francis",,4,Southern,6,
Masquerade,"Sparke, Philip",,4,Anglo,1,
Masquerade,"Turrin, Joseph",,3,C. Alan,1,
"Masquerade for Band, Op. 102","Persichetti, Vincent",,6,Presser/Elkan-Vogel,7,
Masquerade Overture,Nielson ,"Boyd, John",6,G. Schirmer,3,OOP
Masquerade Suite (any 4 mvts.),"Halvorsen, Johan","Noble, Paul",6,Oxford University,2,
"Masquerade Variations on a Theme
of Sergei Prokofiev","Gryc, Steve",,6,Self ,2,
Mavericks,"Dooley, Paul",,6,Self,1,
May Day in Red Square,"Prentice, Christopher",Lambrecht,1,TRN,2,
"May Day Overture, A","Wood, Haydn","Lehman, Jeff",5,TRN,1,
Mayflower Overture,"Nelson, Ron",,3,Boosey & Hawkes,3,
Mazama (Legend of the Pacific Northwest),"Chattaway, Jay",,3,William Allen,2,
Mazurka,"Chabrier, Emmanuel","Lang, Philip",5,Warner Bros.,1,OOP
McKamy Variations,Musella,,3,Kjos,1,
McMorran Suite,"Kopetz, Barry",,4,Alfred,2,
Meadowlands,"McBeth, James",,2,Alfred,3,
Medieval Legend,"Story, Michael", ,2,Alfred/Belwin ,2,
Medieval Suite,"Nelson, Ron",,4,Boosey & Hawkes,4,
Medieval Variations for Wind Ensemble,"Yurko, Bruce",,5,C. Alan,2,
Meditation,"Milburn, Dwayne",,2,,1,
Meditation,"Schuller, Gunther", ,6,G. Schirmer/Associated,3,
"Meditation (from ""Thais"")","Massanet, Jules","Harding, Albert",3,Kjos,2,
Meditation and Festiva,"Spears, Jared",,3,Barnhouse,3,
Meditation at Lagunitas,"Dooley, Paul",,5,Self,5,
Mediterranean Holiday,"Makris, Andreas",,5,,1,
Medusa,"Forsblad, Leland",,1,Daehn,1,
Meeting at Tryon Palace,"Saucedo, Richard",,2,Hal Leonard,1,
Melita,"Knox, Thomas", ,4,Ludwig,3,
Melodia D'Amore,van Beringen, ,2,De Haske,1,
Melodius Thunk,"Biedenbender, David",,5,Bent Space/Murphy  ,1,
Memento,"Buckley, Robert",,3,Hal Leonard,1,
Memor Vita!,"Karrick, Brant",,4,Alfred,1,
"Memorial (from ""American Ballads"")","Gould, Morton",,5,G. Schirmer,1,
Memories from Another Time,Bell,,2,Alfred,1,
Memories of Spring Hill,"Lee, Robert  L.",,1,Carl Fischer,1,
Meneutto and Trio,"Mozart, W.A.","Beeler, Walter",3,Rubank,1,
Menuet,"Bach, J.S.","Kinyon, John",1,Alfred,1,
Menuet Sur Le Nom D'Haydn,"Ravel, Maurice",McWilliams,3,Alfred,1,
"Menuet, K. 164","Mozart, W.A.","Dishinger, Ronald",1,Medici,2,OOP
Menuetto,"Mozart, W.A.","Myers, Theldon",1,Lake State,1,
"Menuetto and Rondo (from ""Gran Partita"")","Mozart, W.A.",Snavely,5,Shawnee,1,
Mercury Rising,"Milford, Gene",,1,Excelsia,1,
"Merrie Musick, A","Gordon, Philip",,3,MCA,1,OOP
Merry Mount: Suite from the Opera,"Hanson, Howard","Boyd, John",5,Alfred,5,OOP
Merry Mount: Suite from the Opera,"Hanson, Howard",Garland,4,Carl Fischer,1,
Merry Music for Wind Band,"Hidas, Frigyes",,4,Hal Leonard ,3,
"Merry Widow Selections, The","Leher, Franz","Suzaki, Eiji",5,Bravo,2,
Merry Wives of Windsor (Overture),"Nicolai, Otto","Godfrey, Dan",5,Boosey & Hawkes,2,OOP
Merry Wives of Windsor (Overture),"Nicolai, Otto","Kreines, Joseph",5,Kreines,1,
Merry Wives of Windsor (Overture),"Nicolai, Otto","Laurendeau, Louis-Philippe",5,Carl Fischer,1,OOP
Merry Wives of Windsor (Overture),"Nicolai, Otto","Singleton, Kenneth",5,Grand Mesa,2,
Merrymakers,"Adler, Samuel",,4,Ludwig,2,
Metal,"Balmages, Brian", ,5,FJH,2,
Metamorphic Dances,"Balmages, Brian",,5,FJH,3,
Metamorphosis,"Boysen, Jr., Andrew",,3,Kjos,3,
Metamorphosis,"Fagan, G.",,2,Alfred,1,
Metamorphosis (On an Original Cakewalk),"Kallman, Daniel", ,5,Boosey & Hawkes,3,
Metaphrase,"Dello Joio, Norman",,5,Merion ,1,
Methuselah II,Tanaka,,4,Sound M,1,
Metrodance,"Standridge, Randall",,3,Wingert-Jones,1,
Metroplex (Three Postcards from Manhattan),"Sheldon, Robert",,5,Alfred,4,
Mexican Folk Fantasy,"Erickson, Frank",,3,Summy,2,
Mid-American Sketches,"Nowlin, Ryan",,4,Kjos,2,
Midnight on Main Street,"Balmages, Brian",,5,FJH,2,
Midnight Sky,"Balmages, Brian",,1,FJH,2,
Midst The Storm,"Johnson, Timothy",,3,Curnow,1,
Midsummer Idyl,"Gordon, Philip",,2,Kendor,1,OOP
Midsummer Night's Dream,"Mendelssohn, Felix","Davis, Albert O.",2,Alfred/Belwin,1,OOP
Mighty Fortress  ,"Luther, Martin","Ployhar, James",2,Hal Leonard,1,
"Mighty Fortress is Our God, A","Luther, Martin","McLin, Edward",1,Alfred/Belwin,1,OOP
"Mighty Fortress is Our God, A","Luther, Martin & Bach, J.S.","Gardner, Maurice",2,Staff/Plymouth,1,OOP
Migration (Symphony No. 2),"Schoenberg, Adam",,6,Self,1,
Military Escort,"Bennett, Harold","Fennell, Frederick ed.",2,Carl Fischer,1,
Military Symphony (omit mvt. 2 or 3),"Haydn, F. Joseph","Hindsley, Mark",5,Hindsley Transcriptions,1,
Military Symphony in F,"Gossec, Francois ","Goldman, Richard/Leist, Robert",3,Presser/Mercury,3,
Military Symphony in F,"Gossec, Francois ","Hubbell, Fred",3,HMP,1,
Military Symphony in F,"Gossec, Francois ",Townsend,3,Presser,2,
Millennium Canons,"Puts, Kevin","Spede, Mark",6,Bill Holab,3,
Mills on the Merrimack,"Sheldon, Robert",,3,Alfred,1,
Mindscape,"Koh, Chang Su",,6,,2,
Ming Court,"Pitter, Donald", ,1,Kjos,2,
Mini Suite,"Gould, Morton", ,3,Hal Leonard/Chappell,6,
Mini Suite No. 1,Haddad,,2,Southern,1,
Miniature Bach Suite,"Bach, J.S.","Conley, Lloyd",2,Kendor,1,
Miniature Chorale and Fugue,"Carter, Charles",,2,Luverne,2,
Miniature Overture,"Stamp, Jack",,3,Kjos,3,
Miniature Set for Band,"White, Donald H.",,4,Shawnee,3,POD
Miniature Suite,Gretchaninov,Oliver,2,MCA,1,OOP
Miniature Suite (based on Polish Folk Dances),"Lutoslawski, Witold","Singleton, Kenneth",4,Grand Mesa,2,
Miniatures for Wind Band,Walton,Wiggins,4,Oxford University,1,
Minka's Sleigh Ride,"La Plante, Pierre",,2,Daehn,1,
"Minstrel Boy, The",Anon. or Trad.,Anderson,3,Alfred,1,
Minstrels of the Kells,"Welcher, Dan",,5,Presser,2,
Minuet,"Bach, J.S.",Mitchell,2,PRO,1,OOP
"Minuet (from ""Don Juan"")","Mozart, W.A.","Schaeffer, Don",2,ProArt,2,OOP
"Minuet (from ""Samson"")","Handel, G.F.","Gordon, Philip",1,Bourne,1,
Minuet and Dance of the Blessed Spirits,"Gluck, Christoph Willibald","Bainum, Glenn Cliffe",4,Presser,1,
Minuet in G,"Bach, J.S.","Dishinger, Ronald",1,MMP,1,
Minuetto and Farandole from L'Arlesienne Suites 1 & 2,"Bizet, Georges","Prowen, Mari",5,Prowen,1,
"Minute Arachnida, The","Jordan, Robert",,1,TRN,2,
Mission: Apollo,"Grant, Tyler S.",,2,FJH,1,
Missouri Shindig,"Reed, H. Owen",,4,Ballerbach,2,
Mock Morris,"Grainger, Percy Aldridge","Kreines, Joseph",5,LudwigMasters,5,
Mock Morris,"Grainger, Percy Aldridge","Perna, Dana Paul",5,LudwigMasters,3,
Mockbeggar Variations,"Woolfenden, Guy",,5,Ariel,3,
Modal Miniatures,"Whear, Paul",,3,Ludwig,1,
Modal Overature,"O'Reilly, John",,1,Alfred,2,
Modal Song and Dance,"Del Borgo, Elliot", ,1,Barnhouse/William Allen,4,
"Moldau, The","Smetana, Bedrich","Cacavas, John/Mark Rogers",6,Southern,4,
"Molesworth's Melody, Op. 175","Bourgeois, Derek", ,4,Southern,2,
Molly on the Shore,"Grainger, Percy Aldridge","Rogers, Mark ed. ",5,Southern,5,
Molly on the Shore,"Grainger, Percy Aldridge","Schmidt, D./Clark, Larry ed.",5,Carl Fischer,3,
Molly on the Shore,"Grainger, Percy Aldridge",,5,G. Schirmer,1,
"Moment In Time, A","Curnow, James",,6,Curnow,1,
Momentations,"Spears, Jared",,2,Barnhouse,1,
Mondavi Fanfare,"Nixon, Roger",,4,Kjos,1,
Monk by the Sea,"Markowski, Michael",,5,Self,1,
Monmouth Overture,"Sweeney, Michael",,2,Hal Leonard,1,
Mont Fuji,"Mashima, Toshio",,5,Atelier M/BVO,2,
Monterey Holidays (play at least 2 mvts.),"Nixon, Roger", ,5,Kjos,2,
Montevista,"Smith, Robert W.",,2,Belwin,1,
Monticello Memoirs,"Fagan, G.",,1,Northeastern,1,
Moon by Night,"Newman, Jonathan",,4,Wingert-Jones,2,
"Moon Glistens, The",Greene,,6,ColorWorks,1,
Moonlit Skies,"O'Loughlin, Sean",,2,Excelsia,1,
Moorside March,"Holst, Gustav","Jacob, Gordon",5,Boosey & Hawkes,1,
"Moorside Suite, A","Holst, Gustav",Wright,5,Jenson/G&M Brand,4,OOP
Moravian Hymn Dance,"Allen, Fred", ,4,TRN,1,
Morgen,"Strauss, Richard","Davis, Albert O.",3,Kjos,2,
Morning Alleluias for the Winter Solstice,"Nelson, Ron",,5,Ludwig,4,
Morning Mist,"Sheldon, Robert",,2,FJH,3,
Morning Music,"Bennett, Richard Rodney",,5,Novello/Shawnee,3,
Morning Star,"Maslanka, David", ,5,Carl Fischer,5,
"Morning, Noon and Night in Vienna (Overture)","von Suppe, Franz","Fillmore, Henry",5,Carl Fischer,4,
Morpheus,"Smith, Robert W.",,1,Alfred,1,
Morris Dance Tunes,"Holst, Gustav","Wagner, Douglas",2,Belwin,3,
Mosaic,"Paulus, Stephen", ,3,Hal Leonard,3,
Mosaic,"Tippett, Michael",,6,Scott,2,
Mosaics,Kramer, ,4,Southern,1,
"Moscow, 1941","Balmages, Brian",,3,FJH,2,
Mosswood Lullaby,"Beck, Brian", ,2,Alfred,2,
Motet,"Carter, Charles",,3,Luverne,1,
Motet from Psalm #51,"Brahms, Johannes","Brink, Paul",4,BAS,1,
Motet in the Italian Style,"Schein, Johnn Hermann","Erickson, Frank",4,Bourne,1,
Moth,"Cuong, Viet",,6,Self,1,
Mother Earth (A Fanfare),"Maslanka, David",,4,Carl Fischer/Presser,3,
Mother Goose Suite,"Ravel, Maurice","Roeckle, Keith",4,Roeckle,1,
Mother Goose Suite,"Ravel, Maurice",Turner,2,Alfred,1,
Mother Goose Suite ,"Ravel, Maurice","Cray, Robert ",4,Presser,2,OOP
"Mother of a Revolution!, A","Thomas, Omar",,5,BDC/Self,2,
"Mother's Hymn, A","Smith, Robert W.",,2,RWS Music,1,
Mothership,"Bates, Mason",,4,Bill Holab,1,
Moto Perpetuo,"Hultgren, Ralph",,5,Kjos,1,
Mount Everest,"Galante, Rossano",,4,Alfred,1,
